1	6614430
1	6624978
1	12802555
1	21722018
1	23575968
1	26747876
1	26886480
1	26897094
1	26914928
1	26936722
1	26957708
1	27575692
1	27807644
1	29177800
1	31100744
1	32042126
1	32160786
1	32221002
1	32273402
1	32322115
1	32337770
1	32347973
1	32354061
1	32471860
1	32519026
1	37705987
1	37812339
1	37853290
1	38209156
1	41307328
1	45457929
1	47731264
1	54394598
1	54420238
1	54664296
1	54689615
1	54799104
1	117780111
1	122978764
1	128076088
1	128083504
1	128130207
1	128262279
1	128311666
1	128462570
1	128584230
1	128722998
1	128893406
1	129152444
1	129231224
1	129237771
1	130038336
1	130050347
1	130724203
1	130773348
1	130807996
1	131566068
1	131853202
1	132783417
1	133566958
1	133578268
1	133704124
1	134538988
1	136904406
1	137864297
1	152292661
1	152322323
1	152360234
1	152394692
1	152446862
1	152872012
1	158322426
1	159522119
1	159614004
1	160604186
1	171617967
1	171707306
1	208748531
10	12001575
10	21856354
10	22051032
10	35532186
10	35661007
10	36011990
10	71360828
10	71488742
10	71708588
10	71794395
10	71841212
10	71897519
10	71987424
10	72021378
10	72061189
10	72135542
10	72234096
10	72248081
10	72351786
10	72371731
10	95696270
10	96860388
10	98350350
10	99351390
10	99391953
10	99433075
10	101609653
10	101622848
10	101635126
10	101910382
10	101943834
10	102063980
10	102521142
10	102692944
10	113252570
10	119110827
10	119223220
10	119297990
11	1501032
11	4369500
11	4414906
11	6025712
11	17395767
11	17556108
11	28106050
11	33081503
11	33262784
11	46504964
11	63516428
11	63603427
11	63873150
11	64327205
11	69723684
11	69825321
11	70725164
11	80646014
11	92606607
11	100622912
11	106667843
11	115060273
11	126868778
12	206792
12	7113924
12	23106623
12	31555932
12	31597196
12	31600876
12	31756022
12	31835904
12	32136166
12	32189108
12	33150811
12	33248680
12	33337886
12	33395307
12	33404384
12	33422456
12	33450994
12	33527074
12	33639588
12	35213329
12	35581446
12	35682570
12	35744232
12	35747690
12	35761314
12	35784876
12	35808112
12	35827778
12	35858677
12	35929794
12	35946662
12	36067431
12	36081205
12	36098768
12	37330534
12	38241539
12	38260002
12	38358034
12	38389702
12	38452705
12	38527827
12	38701220
12	38891431
12	39109064
12	39165648
12	39224890
12	39233717
12	39458120
12	39534770
12	39596752
12	39679642
12	39714955
12	39763102
12	39799223
12	39813252
12	39915288
12	40035817
12	40182868
12	40243890
12	40270933
12	40309804
12	40338358
12	40365469
12	40379278
12	40395944
12	40408029
12	40453270
12	40463728
12	40536198
12	40553176
12	40632214
12	40673519
12	40711556
12	56776006
12	60710385
12	60735380
12	61425138
12	62396022
12	66027924
12	69155767
12	76267490
12	88689964
12	110430249
12	110569160
12	110728679
12	110803823
12	110872170
12	110892206
12	110910873
12	110931730
12	110973068
12	111052539
12	111074312
12	111155387
12	111305918
12	111626043
12	111803646
12	111870045
12	112065440
12	112110040
12	112166836
12	112240564
12	112312540
12	112443466
12	112489967
12	112611956
12	112747232
12	120631830
12	120698654
12	121103908
12	123821224
12	123886524
12	124083707
12	124172280
12	124242761
12	124272989
12	124458562
12	124475415
12	124498282
13	32356430
13	35105873
13	108584264
14	21947314
14	23031992
14	29758151
14	29801845
14	29929156
14	36557842
14	43831192
14	43909260
14	43993556
14	44019054
14	44063376
14	44123873
14	50635560
14	51260118
14	58572510
14	65967704
14	66424431
14	66486628
14	66537568
14	72190805
14	91020171
14	93818326
14	93880862
14	100005626
14	100035708
15	39121544
15	39254886
15	39331166
15	39423575
15	39554890
15	39646785
15	39731868
15	39835054
15	40345346
15	40360622
15	40871469
15	40905536
15	40909828
15	40914141
